Aaron Bergman,Avery 49,4132,1.32,2.88,0.5,Nunavut,Labels,0.36
Jim Radford,Hoover Portapower™ Portable Vacuum,4612,-375.64,4.48,49,Nunavut,Appliances,0.6
Annie Cyprus,Timeport L7089,4676,-104.25,125.99,7.69,Nunavut,Telephones and Communication,0.58
Annie Cyprus,Avery 510,4676,85.96,3.75,0.5,Nunavut,Labels,0.37
Annie Cyprus,Xerox 1881,4676,-8.38,12.28,6.47,Nunavut,Paper,0.38
Annie Cyprus,LX 788,4676,1115.69,155.99,8.99,Nunavut,Telephones and Communication,0.58
Annie Cyprus,"Cardinal Slant-D® Ring Binder, Heavy Gauge Vinyl",5284,-3.05,8.69,2.99,Nunavut,Binders and Binder Accessories,0.39
Clay Rozendal,"Memorex 4.7GB DVD-RAM, 3/Pack",5316,514.07,31.78,1.99,Nunavut,Computer Peripherals,0.42
Don Jones,Unpadded Memo Slips,5409,-7.04,3.98,2.97,Nunavut,Paper,0.35
Beth Thompson,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",5506,4.41,5.88,3.04,Nunavut,Paper,0.36
Frank Price,"Eldon Expressions™ Desk Accessory, Wood Pencil Holder, Oak",5569,-0.06,9.65,6.22,Nunavut,Office Furnishings,0.55
Michelle Lonsdale,Bell Sonecor JB700 Caller ID,5607,-50.33,7.99,5.03,Nunavut,Telephones and Communication,0.6
Ann Chong,Avery Arch Ring Binders,5894,87.68,58.1,1.49,Nunavut,Binders and Binder Accessories,0.38
Ann Chong,APC 7 Outlet Network SurgeArrest Surge Protector,5894,-68.22,80.48,4.5,Nunavut,Appliances,0.55
Joy Bell,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",5925,-354.9,92.23,39.61,Nunavut,Office Furnishings,0.67
Joy Bell,Accessory4,5925,-267.01,85.99,0.99,Nunavut,Telephones and Communication,0.85
Skye Norling,Personal Creations™ Ink Jet Cards and Labels,6016,3.63,11.48,5.43,Nunavut,Paper,0.36
Barry Weirich,High Speed Automatic Electric Letter Opener,6116,-1759.58,1637.53,24.49,Nunavut,"Scissors, Rulers and Trimmers",0.81
Grant Carroll,Xerox 1966,6182,-116.79,6.48,6.65,Nunavut,Paper,0.36
Grant Carroll,Xerox 213,6182,-67.28,6.48,7.86,Nunavut,Paper,0.37
Adrian Hane,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",6535,-19.33,28.15,8.99,Nunavut,Pens & Art Supplies,0.57
Skye Norling,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),6884,-61.21,4.98,4.75,Nunavut,Paper,0.36
Skye Norling,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",6884,119.09,6.35,1.02,Nunavut,Paper,0.39
Andrew Gjertsen,Crate-A-Files™,6916,-141.27,10.9,7.46,Nunavut,Storage & Organization,0.59
Ralph Knight,"Angle-D Binders with Locking Rings, Label Holders",6980,-77.28,7.3,7.72,Nunavut,Binders and Binder Accessories,0.38
Dorothy Wardle,"80 Minute CD-R Spindle, 100/Pack - Staples",6982,407.44,39.48,1.99,Nunavut,Computer Peripherals,0.54
Dorothy Wardle,"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",6982,-338.27,100.98,57.38,Nunavut,Bookcases,0.78
Dorothy Wardle,12-1/2 Diameter Round Wall Clock,6982,52.56,19.98,10.49,Nunavut,Office Furnishings,0.49
Grant Carroll,SAFCO Arco Folding Chair,7110,1902.24,276.2,24.49,Nunavut,Chairs & Chairmats,
Barry Weirich,"#10 White Business Envelopes,4 1/8 x 9 1/2",7430,353.2,15.67,1.39,Nunavut,Envelopes,0.38
Beth Paige,3M Office Air Cleaner,7906,271.78,25.98,5.37,Nunavut,Appliances,0.5
Sylvia Foulston,"Global Leather and Oak Executive Chair, Black",8391,-268.36,300.98,64.73,Nunavut,Chairs & Chairmats,0.56
Nicole Hansen,Xerox 1936,8419,70.39,19.98,5.97,Nunavut,Paper,0.38
Nicole Hansen,Xerox 214,8419,-86.62,6.48,7.03,Nunavut,Paper,0.37
Nicole Hansen,Carina Double Wide Media Storage Towers in Natural & Black,8833,-846.73,80.98,35,Nunavut,Storage & Organization,0.81
Beth Paige,Staples® General Use 3-Ring Binders,8995,8.05,1.88,1.49,Nunavut,Binders and Binder Accessories,0.37
Beth Paige,Xerox 1904,8995,-78.02,6.48,5.86,Northwest Territories,Paper,0.36
Beth Paige,Luxo Professional Combination Clamp-On Lamps,8995,737.94,102.3,21.26,Northwest Territories,Office Furnishings,0.59
Beth Paige,Xerox 217,8995,-191.28,6.48,8.19,Northwest Territories,Paper,0.37
Beth Paige,Revere Boxed Rubber Bands by Revere,8995,-21.49,1.89,0.76,Northwest Territories,Rubber Bands,0.83
Sylvia Foulston,"Acco Smartsocket™ Table Surge Protector, 6 Color-Coded Adapter Outlets",9126,884.08,62.05,3.99,Northwest Territories,Appliances,0.55
Bryan Davis,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",9127,-329.49,279.48,35,Northwest Territories,Storage & Organization,0.8
Joy Bell,Hon 4070 Series Pagoda™ Round Back Stacking Chairs,9509,2825.15,320.98,58.95,Northwest Territories,Chairs & Chairmats,0.57
Joy Bell,Xerox 1887,9509,2.13,18.97,5.21,Northwest Territories,Paper,0.37
Joy Bell,Xerox 1891,9509,707.15,48.91,5.81,Northwest Territories,Paper,0.38
Alan Barnes,Avery 506,9763,75.13,4.13,0.5,Northwest Territories,Labels,0.39
Grant Carroll,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",9927,-270.63,140.98,53.48,Northwest Territories,Bookcases,0.65
Grant Carroll,"Lifetime Advantage™ Folding Chairs, 4/Carton",9927,3387.35,218.08,18.06,Northwest Territories,Chairs & Chairmats,0.57
Grant Carroll,Microsoft Natural Multimedia Keyboard,9927,-82.16,50.98,6.5,Northwest Territories,Computer Peripherals,0.73
Delfina Latchford,"Staples Wirebound Steno Books, 6"" x 9"", 12/Pack",10022,-3.88,10.14,2.27,Northwest Territories,Paper,0.36
Don Jones,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",10437,-191.22,15.99,13.18,Northwest Territories,Binders and Binder Accessories,0.37
Doug Bickford,Bevis Boat-Shaped Conference Table,10499,31.21,262.11,62.74,Northwest Territories,Tables,0.75
Doug Bickford,"Linden® 12"" Wall Clock With Oak Frame",10535,-44.14,33.98,19.99,Northwest Territories,Office Furnishings,0.55
Doug Bickford,Newell 326,10535,-0.79,1.76,0.7,Northwest Territories,Pens & Art Supplies,0.56
Jamie Kunitz,Prismacolor Color Pencil Set,10789,76.42,19.84,4.1,Northwest Territories,Pens & Art Supplies,0.44
Anthony Johnson,Xerox Blank Computer Paper,10791,93.36,19.98,5.77,Northwest Territories,Paper,0.38
Ralph Knight,600 Series Flip,10945,4.22,95.99,8.99,Northwest Territories,Telephones and Communication,0.57
Allen Rosenblatt,Fellowes Recycled Storage Drawers,11137,395.12,111.03,8.64,Northwest Territories,Storage & Organization,0.78
Barry Weirich,Satellite Sectional Post Binders,11202,79.59,43.41,2.99,Northwest Territories,Binders and Binder Accessories,0.39
Doug Bickford,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,11456,399.37,105.34,24.49,Northwest Territories,Office Furnishings,0.61
Carl Jackson,Avery 487,11460,37.79,3.69,0.5,Northwest Territories,Labels,0.38
Brendan Dodson,Bevis Round Conference Table Top & Single Column Base,11495,-144.2,146.34,43.75,Northwest Territories,Tables,0.65
Edward Hooks,"GBC Twin Loop™ Wire Binding Elements, 9/16"" Spine, Black",11911,-14.75,15.22,9.73,Northwest Territories,Binders and Binder Accessories,0.36
Jamie Kunitz,Hanging Personal Folder File,11941,-41.01,15.7,11.25,Northwest Territories,Storage & Organization,0.6
Jamie Kunitz,"Bevis Round Conference Table Top, X-Base",11941,111.52,179.29,29.21,Northwest Territories,Tables,0.74
Michelle Lonsdale,5125,12096,2332.4,200.99,8.08,Northwest Territories,Telephones and Communication,0.59
Michelle Lonsdale,Electrix Halogen Magnifier Lamp,12096,2176.19,194.3,11.54,Northwest Territories,Office Furnishings,0.59
Brendan Dodson,Canon BP1200DH 12-Digit Bubble Jet Printing Calculator,12289,1269.05,120.97,7.11,Northwest Territories,Office Machines,0.36
Hunter Glantz,Fellowes Black Plastic Comb Bindings,12352,-32.82,5.81,8.49,Northwest Territories,Binders and Binder Accessories,0.39
Sylvia Foulston,Polycom ViewStation™ Adapter H323 Videoconferencing Unit,12419,5322.14,1938.02,13.99,Northwest Territories,Office Machines,0.38
Eugene Barchas,Hon GuestStacker Chair,12485,1068.48,226.67,28.16,Northwest Territories,Chairs & Chairmats,0.59
Jim Radford,Eldon® Wave Desk Accessories,12544,-129.01,2.08,5.33,Northwest Territories,Office Furnishings,0.43
Carlos Soltero,Sharp AL-1530CS Digital Copier,12704,1260.51,499.99,24.49,Northwest Territories,Copiers and Fax,0.36
Carlos Soltero,"Tennsco Lockers, Gray",12704,-1274.02,20.98,53.03,Northwest Territories,Storage & Organization,0.78
Carlos Soltero,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",12771,-193.44,30.53,19.99,Northwest Territories,Labels,0.39
Carlos Soltero,Newell 323,12771,-43.1,1.68,1.57,Northwest Territories,Pens & Art Supplies,0.59
Jim Radford,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,12929,-158.93,270.98,50,Northwest Territories,Chairs & Chairmats,0.77
Jim Radford,Spiral Phone Message Books with Labels by Adams,12929,29.68,4.48,1.22,Northwest Territories,Paper,0.36
Grant Carroll,Crate-A-Files™,13280,-116.76,10.9,7.46,Northwest Territories,Storage & Organization,0.59
Grant Carroll,Bell Sonecor JB700 Caller ID,13280,-160.95,7.99,5.03,Northwest Territories,Telephones and Communication,0.6
Skye Norling,Holmes 99% HEPA Air Purifier,13313,-209.61,21.66,13.99,Northwest Territories,Appliances,0.52
Doug Bickford,Xerox 224,13346,-240.83,6.48,8.88,Northwest Territories,Paper,0.37
Grant Carroll,Xerox 1906,13702,12.32,35.44,7.5,Northwest Territories,Paper,0.38
Muhammed MacIntyre,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",13795,-119.08,15.99,13.18,Northwest Territories,Binders and Binder Accessories,0.37
Muhammed MacIntyre,Xerox 188,13795,43.35,11.34,5.01,Northwest Territories,Paper,0.36
Muhammed MacIntyre,Xerox 1932,13795,545.49,35.44,5.09,Northwest Territories,Paper,0.38
Doug Bickford,GBC Linen Binding Covers,14116,-16.07,30.98,11.63,Northwest Territories,Binders and Binder Accessories,0.37
Doug Bickford,GBC Recycled Grain Textured Covers,14116,161.48,34.54,14.72,Northwest Territories,Binders and Binder Accessories,0.37
Beth Thompson,"Sauder Facets Collection Library, Sky Alder Finish",14372,-1059.2,170.98,60.49,Northwest Territories,Bookcases,0.69
Ralph Knight,"Fellowes Basic 104-Key Keyboard, Platinum",14726,-21.48,20.95,4,Northwest Territories,Computer Peripherals,0.6
Carl Jackson,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,14819,3122.78,207.48,0.99,Northwest Territories,Appliances,0.55
Carl Jackson,O'Sullivan 3-Shelf Heavy-Duty Bookcases,14819,-478.22,58.14,36.61,Northwest Territories,Bookcases,0.61
Dorothy Badders,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,15106,-14.23,6.64,4.95,Northwest Territories,Office Furnishings,0.37
Dorothy Badders,Panasonic KX-P1150 Dot Matrix Printer,15106,948.79,145.45,17.85,Northwest Territories,Office Machines,0.56
Dorothy Badders,Newell 327,15106,-6.33,2.21,1.12,Northwest Territories,Pens & Art Supplies,0.58
Delfina Latchford,Xerox 1893,15108,372.36,40.99,17.48,Northwest Territories,Paper,0.36
Julia West,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",15205,678.26,243.98,43.32,Northwest Territories,Chairs & Chairmats,0.55
Julia West,Eldon Radial Chair Mat for Low to Medium Pile Carpets,15205,155.72,39.98,9.2,Northwest Territories,Office Furnishings,0.65
Brad Eason,"DAX Copper Panel Document Frame, 5 x 7 Size",15591,73.53,12.58,5.16,Northwest Territories,Office Furnishings,0.43
Thomas Seio,O'Sullivan 2-Shelf Heavy-Duty Bookcases,15907,-1414.41,48.58,54.11,Northwest Territories,Bookcases,0.69
Thomas Seio,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",15907,950.68,105.98,13.99,Northwest Territories,Office Furnishings,0.65
Thomas Seio,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",15907,-5.41,7.04,2.17,Northwest Territories,Paper,0.38
Monica Federle,"Memorex Slim 80 Minute CD-R, 10/Pack",15937,74.07,9.78,1.99,Northwest Territories,Computer Peripherals,0.43
Monica Federle,Aluminum Document Frame,15937,77.38,12.22,2.85,Northwest Territories,Office Furnishings,0.55
Michelle Lonsdale,"Memorex 80 Minute CD-R Spindle, 100/Pack",16039,-118.82,43.98,1.99,Northwest Territories,Computer Peripherals,0.44
Frank Price,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",16193,6.41,34.76,8.22,Northwest Territories,Storage & Organization,0.57
Frank Price,Accessory36,16193,-183.68,55.99,5,Northwest Territories,Telephones and Communication,0.83
Bryan Davis,Xerox 20,16423,-55.13,6.48,6.57,Northwest Territories,Paper,0.37
Don Jones,Surelock™ Post Binders,16451,58.23,30.56,2.99,Northwest Territories,Binders and Binder Accessories,0.35
Carlos Soltero,Colorific® Watercolor Pencils,16545,4.45,5.16,0.73,Northwest Territories,Pens & Art Supplies,0.56
Carlos Soltero,"*Staples* vLetter Openers, 2/Pack",16545,-3.06,3.68,1.32,Northwest Territories,"Scissors, Rulers and Trimmers",0.83
Nicole Hansen,Hon 4700 Series Mobuis™ Mid-Back Task Chairs with Adjustable Arms,16547,1240.25,355.98,58.92,Northwest Territories,Chairs & Chairmats,0.64
Nicole Hansen,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,16547,-533.23,218.75,69.64,Northwest Territories,Tables,0.77
Beth Thompson,Eldon Econocleat® Chair Mats for Low Pile Carpets,16706,-1003.58,41.47,34.2,Northwest Territories,Office Furnishings,0.73
Beth Thompson,Prang Drawing Pencil Set,16706,-4.06,2.78,1.2,Northwest Territories,Pens & Art Supplies,0.58
Beth Thompson,T39m,16706,1881.58,155.99,3.9,Northwest Territories,Telephones and Communication,0.55
Nicole Hansen,Xerox 1982,16741,-42.38,22.84,16.87,Northwest Territories,Paper,0.39
Carlos Soltero,Xerox 1924,16932,-120.99,5.78,8.09,Northwest Territories,Paper,0.36
Carlos Soltero,Turquoise Lead Holder with Pocket Clip,16932,12.88,6.7,1.56,Northwest Territories,Pens & Art Supplies,0.52
Dorothy Badders,Okidata ML395C Color Dot Matrix Printer,17283,-2816.34,1360.14,14.7,Northwest Territories,Office Machines,0.59
Muhammed MacIntyre,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,17286,-541.87,270.98,50,Northwest Territories,Chairs & Chairmats,0.77
Muhammed MacIntyre,Microsoft Internet Keyboard,17409,-158.87,20.97,6.5,Northwest Territories,Computer Peripherals,0.78
Don Miller,Xerox 1982,17764,-97.28,22.84,16.87,Northwest Territories,Paper,0.39
Sylvia Foulston,Global Ergonomic Managers Chair,18080,-80.83,180.98,26.2,Northwest Territories,Chairs & Chairmats,0.59
Becky Castell,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",18113,-514.32,130.98,30,Northwest Territories,Chairs & Chairmats,0.78
Dorothy Wardle,Xerox 1971,18144,-131.82,4.28,5.17,Northwest Territories,Paper,0.4
Dorothy Wardle,Eldon Portable Mobile Manager,18144,-65.42,28.28,13.99,Northwest Territories,Storage & Organization,0.58
Dorothy Wardle,Accessory6,18144,-250.17,55.99,5,Northwest Territories,Telephones and Communication,0.8
Ann Chong,Durable Pressboard Binders,18308,15.73,3.8,1.49,Northwest Territories,Binders and Binder Accessories,0.38
Ann Chong,Fellowes 17-key keypad for PS/2 interface,18308,-92.58,30.73,4,Northwest Territories,Computer Peripherals,0.75
Ann Chong,StarTAC ST7762,18308,1465.87,125.99,8.08,Northwest Territories,Telephones and Communication,0.57
Clay Rozendal,Accessory21,18887,18.23,20.99,0.99,Northwest Territories,Telephones and Communication,0.37
Grant Carroll,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,19010,10951.31,1270.99,19.99,Northwest Territories,Binders and Binder Accessories,0.35
Brendan Dodson,Staples 6 Outlet Surge,19078,-18.19,11.97,4.98,Northwest Territories,Appliances,0.58
Carlos Daly,Recycled Eldon Regeneration Jumbo File,19138,-31.45,12.28,6.13,Northwest Territories,Storage & Organization,0.57
Alan Barnes,Verbatim DVD-R 4.7GB authoring disc,19655,304.42,39.24,1.99,Northwest Territories,Computer Peripherals,0.51
Alan Barnes,Canon P1-DHIII Palm Printing Calculator,19686,-53.08,17.98,8.51,Northwest Territories,Office Machines,0.4
Alan Barnes,GBC Binding covers,19686,12.76,12.95,4.98,Northwest Territories,Binders and Binder Accessories,0.4
Nicole Hansen,Newell 323,20007,-46.25,1.68,1.57,Northwest Territories,Pens & Art Supplies,0.59
Cari Schnelling,"Global Stack Chair without Arms, Black",20071,-190.41,25.98,14.36,Northwest Territories,Chairs & Chairmats,0.6
Chad Cunningham,"Speediset Carbonless Redi-Letter® 7"" x 8 1/2""",20160,174.89,10.31,1.79,Northwest Territories,Paper,0.38
Bryan Mills,GBC Recycled Regency Composition Covers,20263,72.51,59.78,10.29,Northwest Territories,Binders and Binder Accessories,0.39
Bryan Mills,Accessory29,20263,-76.86,20.99,1.25,Northwest Territories,Telephones and Communication,0.83
Adrian Hane,Newell 323,21285,-30.54,1.68,1.57,Northwest Territories,Pens & Art Supplies,0.59
Adrian Hane,SANFORD Major Accent™ Highlighters,21285,23.82,7.08,2.35,Northwest Territories,Pens & Art Supplies,0.47
Rick Reed,Polycom ViaVideo™ Desktop Video Communications Unit,21383,7416.43,574.74,24.49,Northwest Territories,Office Machines,0.37
Heather Kirkland,"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",21607,54.92,36.55,13.89,Northwest Territories,Pens & Art Supplies,0.41
Fred Wasserman,Accessory24,21636,366.51,55.99,3.3,Northwest Territories,Telephones and Communication,0.59
Becky Castell,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",21889,135.79,51.75,19.99,Northwest Territories,Office Furnishings,0.55
Becky Castell,Recycled Steel Personal File for Standard File Folders,21889,103.38,55.29,5.08,Northwest Territories,Storage & Organization,0.59
Beth Thompson,"Eldon Expressions™ Desk Accessory, Wood Pencil Holder, Oak",22151,-79.72,9.65,6.22,Northwest Territories,Office Furnishings,0.55
Claudia Miner,Accessory39,22342,-92.96,20.99,3.3,Northwest Territories,Telephones and Communication,0.81
Jack Lebron,Bell Sonecor JB700 Caller ID,22469,-162.37,7.99,5.03,Northwest Territories,Telephones and Communication,0.6
Alan Barnes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",22501,7.27,7.64,1.39,Northwest Territories,Envelopes,0.36
Carlos Soltero,GBC Standard Plastic Binding Systems Combs,22532,-11.8,8.85,5.6,Northwest Territories,Binders and Binder Accessories,0.36
Clay Rozendal,Xerox 1930,23264,-50.82,6.48,6.81,Northwest Territories,Paper,0.36
Clay Rozendal,Avery 474,23264,17.99,2.88,0.99,Northwest Territories,Labels,0.36
Julia West,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",23488,-11053.6,880.98,44.55,Northwest Territories,Bookcases,0.62
Alan Barnes,Hewlett-Packard Deskjet 6122 Color Inkjet Printer,23584,636.18,200.97,15.59,Northwest Territories,Office Machines,0.36
Joy Bell,"IBM 80 Minute CD-R Spindle, 50/Pack",24007,135.65,20.89,1.99,Northwest Territories,Computer Peripherals,0.48
Joy Bell,"Peel & Seel® Recycled Catalog Envelopes, Brown",24007,-13.95,11.58,6.97,Northwest Territories,Envelopes,0.35
Joy Bell,Avery 506,24007,66.17,4.13,0.5,Northwest Territories,Labels,0.39
Jack Lebron,Prang Drawing Pencil Set,24038,-0.95,2.78,1.34,Northwest Territories,Pens & Art Supplies,0.45
Anthony Johnson,TDK 4.7GB DVD+RW,24097,-35.34,14.48,1.99,Northwest Territories,Computer Peripherals,0.49
Anthony Johnson,U.S. Robotics 56K Internet Call Modem,24097,399.93,99.99,19.99,Northwest Territories,Computer Peripherals,0.5
Anthony Johnson,Xerox 190,24097,-8.15,4.98,4.86,Northwest Territories,Paper,0.38
Eugene Barchas,Standard Line™ “While You Were Out” Hardbound Telephone Message Book,24128,7.07,21.98,8.32,Northwest Territories,Paper,0.39
Eugene Barchas,CF 888,24128,1459.79,195.99,3.99,Northwest Territories,Telephones and Communication,0.59
Thomas Seio,Hewlett-Packard Deskjet 6122 Color Inkjet Printer,24294,1951.3,200.97,15.59,Northwest Territories,Office Machines,0.36
Bryan Mills,Dana Halogen Swing-Arm Architect Lamp,24387,51.9,40.97,14.45,Northwest Territories,Office Furnishings,0.57
Bryan Mills,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",24387,1418.36,349.45,60,Northwest Territories,Tables,
Eugene Barchas,Lexmark Z25 Color Inkjet Printer,24515,121.48,80.97,33.6,Northwest Territories,Office Machines,0.37
Sylvia Foulston,Hon Multipurpose Stacking Arm Chairs,24743,176.67,216.6,64.2,Northwest Territories,Chairs & Chairmats,0.59
Sylvia Foulston,Hon Olson Stacker Stools,24743,753.61,140.81,24.49,Northwest Territories,Chairs & Chairmats,0.57
Carl Ludwig,"Executive Impressions 14"" Two-Color Numerals Wall Clock",24871,75.3,22.72,8.99,Northwest Territories,Office Furnishings,0.44
Julia West,12-1/2 Diameter Round Wall Clock,25318,-65.18,19.98,10.49,Northwest Territories,Office Furnishings,0.49
Don Jones,Epson DFX5000+ Dot Matrix Printer,25377,-3755.03,1500.97,29.7,Northwest Territories,Office Machines,0.57
Mike Pelletier,"Fellowes Basic 104-Key Keyboard, Platinum",25634,28.99,20.95,4,Northwest Territories,Computer Peripherals,0.6
Mike Pelletier,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",25634,185.32,23.99,6.71,Northwest Territories,Envelopes,0.35
